,attraction__id,attraction__name,attraction__formatted__address,attraction__location__lat,attraction__location__lng,attraction__opening__hours,attraction__rating,results__type
31,cd774ae32e5a3034cb19c0b4a1909620335742a7,The Plaza Boutique,"The Plaza Hotel, 1 W 58th St, New York, NY 10019, United States",40.7641638,-73.97445689999998,,4.7,"clothing_store, store, point_of_interest"
32,0390c9a196075d2ae794cee5956bc53909cb289d,Designer Loft,"226 W 37th St, Second Floor, New York, NY 10018, United States",40.75331,-73.99059199999998,False,4.1,"clothing_store, store, point_of_interest"
33,d81cf9bf2a82703a03f64e402626eab9334ba8bf,Fragrance Shop New York,"65 E 4th St, New York, NY 10003, USA",40.726808,-73.99067289999998,False,4.6,"clothing_store, store, point_of_interest"
34,4f1fca60f2a5e92eb840185df06855d60e368dae,Housing Works Thrift Shops,"119 Chambers St, New York, NY 10007, USA",40.71541129999999,-74.00842899999998,False,3.8,"furniture_store, clothing_store, home_goods_store"
35,a5ab818d94f692e566a7767adc5f3a77d1c69655,T-Pop Shop NYC,"59 Franklin St, New York, NY 10013, USA",40.717346,-74.003337,True,0.0,"clothing_store, store, point_of_interest"
36,e09c8f98a54c376dd2abadbca725eec65e55eb89,NYC Velo,"66 2nd Ave, New York, NY 10003, USA",40.725882500000004,-73.9893093,False,4.6,"bicycle_store, store, point_of_interest"
37,3afc05e65e44dff6e5e7d5a46ff8e1528316e0f6,NYC Velo Hell's Kitchen,"590 W 45th St, New York, NY 10036, USA",40.762519899999994,-73.9966348,False,4.5,"bicycle_store, store, point_of_interest"
38,c3d4ad87e8a0a1a863c99c3cf2f921518c2bd198,Time Square,"345 W 35th St, New York, NY 10001, USA",40.7536704,-73.9946686,,4.7,"shopping_mall, point_of_interest, establishment"
39,2130ab0bfad8b1bfc2c7d792a5f8a7349517b3e7,Dover Street Market New York,"160 Lexington Ave, New York, NY 10016, USA",40.74409620000001,-73.9817188,False,4.4,"clothing_store, store, point_of_interest"
40,30005ece85c57803e290712f5f70ffc105849cb9,Brookfield Place,"230 Vesey St, New York, NY 10281, USA",40.712716799999995,-74.01528239999998,False,4.5,"shopping_mall, point_of_interest, establishment"
41,43d3f3f2a6184493a12a73967f2a5db672e153b8,Necessary Clothing,"443 Broadway, New York, NY 10013, USA",40.720157,-74.00105440000002,False,2.3,"clothing_store, store, point_of_interest"
42,84963c252168d334e7d6a50d922c60c23b0582c6,NYC Smoke Shop & Vape Shop,"12 John St, New York, NY 10038, USA",40.709864399999994,-74.0090517,True,4.2,"store, point_of_interest, establishment"
43,79b3dafcdaf759a93a86ec0c72c9d36803a3e605,"Grand St & Bowery, Manhattan, NY","Bowery & Grand St, New York, NY 10013, United States",40.7184706,-73.9948124,,0.0,"shopping_mall, point_of_interest, establishment"
44,ee1d7d900f2dfb351b344464139b7a274dc591fa,The Seaport District,"19 Fulton St, New York, NY 10038, USA",40.7070877,-74.003546,False,4.6,"shopping_mall, point_of_interest, establishment"
45,6a7222e9369d59c686855dde3466390ea6c446a6,Artists & Fleas,"88 10th Ave, New York, NY 10011, USA",40.7428772,-74.00737409999998,False,4.3,"art_gallery, clothing_store, electronics_store"
46,63f23ddcf39b914fae5e7e9ca5e340e4c1a06203,New York & Company,"1453 Metropolitan Ave #7, Bronx, NY 10462, USA",40.837097799999995,-73.86095419999998,False,3.8,"shoe_store, jewelry_store, clothing_store"
47,7ddf99258c35c426552e38fcd788c6c6d9bf641e,Toga Bike Shop,"110 West End Ave, New York, NY 10023, USA",40.7748037,-73.98785579999998,False,3.3,"bicycle_store, store, point_of_interest"
48,1bd0aad230b6004268df5d440cd236880ffdcdd2,Dehati Mall,"New York, NY 10007, USA",40.7160722,-74.004954,True,5.0,"shopping_mall, point_of_interest, establishment"
49,beda2db3551bed6e9d932fd00bb44c4f0691db2e,Tangchao Inc,"114,, 88 E Broadway, New York, NY 10002, United States",40.7138354,-73.99414030000001,False,5.0,"shopping_mall, point_of_interest, establishment"
50,8f457dedae6fe1f79ce62f0a6a22221c03aedf14,Exit9 Gift Emporium NYC,"51 Avenue A, New York, NY 10009, USA",40.7241016,-73.98526459999998,False,4.5,"home_goods_store, store, point_of_interest"
51,ef8ef5e204246bb7737052ad0b3fff4411f2c122,New York & Company,"409 Gateway Dr, Brooklyn, NY 11239, USA",40.6532669,-73.87187759999998,False,4.2,"shoe_store, jewelry_store, clothing_store"
52,e04114820206890ff0155d2f7a6f7efc0903fb9b,Macy's,"151 W 34th St, New York, NY 10001, USA",40.7508025,-73.98948349999998,True,4.3,"department_store, shoe_store, jewelry_store"
53,e00fc357335dd6213a1bbf3de746d61e91d458b5,Strand Bookstore,"828 Broadway, New York, NY 10003, USA",40.73331700000001,-73.99096390000001,True,4.8,"book_store, store, point_of_interest"
54,3d9399f53ac0de5a6ccad35d16d7878d4d96f789,Fujifilm Wonder Photo Shop,"176 5th Ave, New York, NY 10010, USA",40.7411545,-73.9900821,False,4.1,"electronics_store, home_goods_store, store"
55,dd5724a1c70c01957fe074bbfe8eb346ce504130,Ministry of Tomorrow - Vegan Luxury Designer Leather Hand Bags NY,"185 Greenwich St, New York, NY 10007, USA",40.71103919999999,-74.01174840000002,False,5.0,"shopping_mall, point_of_interest, establishment"
56,a71a042cb58bd6b021d51b98c6195d3d82254ab5,The Drama Book Shop Inc,"250 W 40th St #1, New York, NY 10018, USA",40.755450399999994,-73.9898286,False,4.8,"book_store, store, point_of_interest"
57,9fbb100abd8300d77b0cd6babc31f2b74e5e8f2a,Landmark Coffee Shop,"158 Grand St, New York, NY 10013, USA",40.7199563,-73.99862499999998,False,4.0,"cafe, store, restaurant"
58,5797e1670cc677d7e900cc1469fcd1b651a22bc8,New York & Company,"30-37 Steinway St #30, Astoria, NY 11103, USA",40.762637,-73.91553959999999,False,3.7,"shoe_store, jewelry_store, clothing_store"
59,9f6776e9380b8d7ae0d5978db32f3b7c8bd87aa8,Disney Store,"1540 Broadway, New York, NY 10036, USA",40.7582571,-73.9850313,True,4.5,"clothing_store, store, point_of_interest"
