,From,Forn_name,To,To_name,Distance,Distance_val,duration,duration_val,status
48676,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJe7tPPCMx6IkRWXNsVSqhJXg,CAZZNY Events,23.5 mi,37823,38 mins,2264,OK
48677,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJkZ00vNdFwokR3rqZdENC9Z0,New Yorc City Guggenheim Museum,18.1 mi,29075,46 mins,2740,OK
48678,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJWyAGC8B7wokRVnxMJBl9-qI,Ace Deuce Casinos,38.2 mi,61471,56 mins,3376,OK
48679,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ0U2AQ75dwokRDYkz9MyoArc,Carib-Inn Tennis Club & Casino,25.6 mi,41199,47 mins,2809,OK
48680,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJy3d0-yNnwokRqjtXbx3Jtvs,Equestris,25.9 mi,41673,47 mins,2833,OK
48681,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJPXAb-rhmwokRA8gRTeZqgWU,Cozy 1br mins from CASINO JFK & NYC,29.0 mi,46612,43 mins,2605,OK
48682,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJBUJLolKRwokRCIrIkXtAmAU,1800 Casinos LLC,24.6 mi,39575,34 mins,2034,OK
48683,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJed2A-haBwokRV7ehRoS-3SQ,Palm Casino's USA,32.1 mi,51651,46 mins,2734,OK
48684,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJb8Jg9pZYwokR-qHGtvSkLzs,The Metropolitan Museum of Art,2.3 mi,3670,13 mins,804,OK
48685,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJi4hYtB32wokR1Npx_Tv7phk,Museum of the City of New York,3.7 mi,5956,16 mins,982,OK
48686,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJKxDbe_lYwokRVf__s8CPn-o,The Museum of Modern Art,1.4 mi,2256,11 mins,647,OK
48687,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJlaRS3IVZwokR2llMD6dCt-U,New Museum,5.0 mi,8098,29 mins,1725,OK
48688,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJCXoPsPRYwokRsV1MYnKBfaI,American Museum of Natural History,1.3 mi,2157,9 mins,550,OK
48689,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJIVEyfY5YwokRXqcWLrl5XVA,New-York Historical Society,1.2 mi,1975,9 mins,529,OK
48690,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJxY5cO6JYwokRPeVk85UNj2g,The Jewish Museum,3.2 mi,5154,13 mins,774,OK
48691,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJmZ5emqJYwokRuDz79o0coAQ,Solomon R. Guggenheim Museum,3.4 mi,5407,13 mins,805,OK
48692,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJN3MJ6pRYwokRiXg91flSP8Y,Whitney Museum of American Art,3.0 mi,4851,15 mins,887,OK
48693,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJD4QSVbxZwokRaFPDajZtIaI,Rubin Museum of Art,3.4 mi,5516,20 mins,1180,OK
48694,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJdThqNVVawokRFk58UQOvtuM,New York Transit Museum,7.0 mi,11314,32 mins,1893,OK
48695,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ20bVJYdZwokRhI7esP3mYM0,Tenement Museum,5.5 mi,8795,29 mins,1766,OK
48696,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJHRH97uxYwokR6CBeDyn1jtg,The Frick Collection,1.7 mi,2692,11 mins,633,OK
48697,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJyTmcRApbwokR-oXJRqpVI8Y,Brooklyn Museum,11.5 mi,18501,40 mins,2386,OK
48698,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,5.1 mi,8197,22 mins,1342,OK
48699,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ01_9-ZdYwokRL2JrA28GJp8,Neue Galerie,2.3 mi,3772,13 mins,769,OK
48700,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJsT8qSaJYwokR-m20OGJUKCA,Cooper Hewitt Smithsonian Design Museum,3.3 mi,5231,13 mins,779,OK
48701,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ3453OAdZwokRja92OOKCugM,The Morgan Library & Museum,2.6 mi,4162,17 mins,1045,OK
48702,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJYTeZ_BFawokRe_SRVX_pKIs,Museum of Jewish Heritage,5.4 mi,8727,23 mins,1406,OK
48703,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJgVtmM_ZYwokRcJJnebe5KX8,Museum of Arts and Design,0.8 mi,1346,6 mins,379,OK
48704,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJsblxMfNZwokRBLOhQZRjwtE,New York City Fire Museum,4.2 mi,6724,20 mins,1215,OK
48705,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJK6bycAH0wokRrSnflfrnkZE,The Met Cloisters,7.2 mi,11519,12 mins,711,OK
48706,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJwfbFiiNZwokRN8hnF940DbY,MoMA PS1,3.9 mi,6291,20 mins,1208,OK
48707,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJnxlg1U5YwokR8T90UrZiIwI,"Intrepid Sea, Air & Space Museum",1.1 mi,1773,7 mins,390,OK
48708,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJCWqa2ppZwokRj3c3kcIR9x4,Merchant's House Museum,4.3 mi,6841,26 mins,1570,OK
48709,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJrd5vvolZwokRLR4z0Ui4KFs,Museum of Chinese in America,4.9 mi,7840,25 mins,1470,OK
48710,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ_ShwXw32wokRQJpaKAIcCOo,The Studio Museum in Harlem,4.4 mi,7070,15 mins,891,OK
48711,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ4zGFAZpYwokRGUGph3Mf37k,Central Park,0.9 mi,1449,7 mins,394,OK
48712,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJL1DP2C72wokRh3Lfn4T0Z3w,Riverside Park,0.5 mi,764,3 mins,206,OK
48713,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJjX494pBZwokRGH620d9eYfo,Washington Square Park,3.8 mi,6109,22 mins,1299,OK
48714,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJpUOPMe7zwokRJUQfPbEU1CI,Inwood Hill Park,7.7 mi,12366,12 mins,725,OK
48715,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJcUYGvftYwokRXvGL1B_cN2o,Paley Park,2.0 mi,3273,14 mins,859,OK
48716,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJixKvYBz2wokRTl_OIWH09SM,New York City Department of Parks and Recreation,3.7 mi,5884,16 mins,970,OK
48717,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJvbGg56pZwokRp_E3JbivnLQ,Bryant Park,2.1 mi,3310,15 mins,900,OK
48718,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ0zHAy2_2wokROHSUG_3UnEw,St. Nicholas Park,4.4 mi,7033,14 mins,837,OK
48719,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJvf6v7bZbwokRUO0-u24i73g,Fort Greene Park,7.1 mi,11467,34 mins,2058,OK
48720,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJPTmIHRX2wokR9QxLoOD3rRc,Morningside Park,4.1 mi,6635,12 mins,744,OK
48721,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJwxkbavVYwokRxNHJxnWpGkk,Richard Tucker Park,0.6 mi,1044,5 mins,323,OK
48722,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJEQ6kk8dYwokRVW7W8Xj-lqw,John Jay Park,2.6 mi,4164,17 mins,990,OK
48723,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJGaiaEONYwokR68EFhU8zSNc,Greenacre Park,2.4 mi,3859,17 mins,1006,OK
48724,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJNUwaa-pZwokRh_DHYDHBWkc,Pier 51 at Hudson River Park,3.1 mi,4950,14 mins,823,OK
48725,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJjd5CmEJMwokR3q_qsj1h3Dk,Willowbrook Park,24.1 mi,38733,42 mins,2520,OK
48726,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJp4cnbw70wokRu6e-fPdL-Vo,Roberto Clemente State Park,8.3 mi,13341,18 mins,1101,OK
48727,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJO1DvZlyKwokRCDbATn5FzJA,Little Bay Park,17.1 mi,27549,31 mins,1850,OK
48728,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJWd6m8RNbwokRI-rn2FyfgBM,Concert Grove,11.2 mi,17989,38 mins,2283,OK
48729,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJH8eOxZ9ZwokR1GxjNrdIyLQ,Stuyvesant Square Park,3.9 mi,6295,25 mins,1472,OK
48730,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJJ6b4_0dEwokR3RI76Ea93dw,Asser Levy Park,18.6 mi,29977,43 mins,2594,OK
48731,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJcwaRMItZwokRcUerenHZUpo,Albert Capsouto Park,4.4 mi,7040,20 mins,1205,OK
48732,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJTZ18cAH0wokR1HfVR86mzEA,Fort Tryon Park,7.0 mi,11274,11 mins,685,OK
48733,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJyyVUUx5awokR8hYrIfrOwhU,Duane Park,4.7 mi,7536,22 mins,1338,OK
48734,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJQ7Dz7xpawokRZdJQSi7_yK0,Pumphouse Park,5.1 mi,8137,22 mins,1307,OK
48735,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJv8mWqY9YwokRIzh7-8yBA14,Theodore Roosevelt Park,1.3 mi,2158,9 mins,559,OK
48736,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJHa6lPAz2wokRlRyxNExaJbQ,Marcus Garvey Park,4.7 mi,7526,17 mins,997,OK
48737,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ4zHNix5awokR7eEBmC26WSQ,Washington Market Park,4.6 mi,7429,20 mins,1189,OK
48738,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJYfqGML5ZwokRYK2jK8PObFc,Jackson Square Park,3.4 mi,5442,19 mins,1153,OK
48739,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJI45ivSf0wokRMw68yH4_DEo,Highbridge Park,6.5 mi,10423,12 mins,691,OK
48740,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJSztkP5VZwokRXVSH9NrC_Xs,Abingdon Square,3.2 mi,5225,18 mins,1055,OK
48741,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJja2OEiFawokRqvKkBrwmrFo,Thomas Paine Park,5.2 mi,8334,27 mins,1607,OK
48742,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJzyx69P9hwokRMP73UTW2hTA,Alley Pond Park,22.7 mi,36569,34 mins,2062,OK
48743,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJd5pPt3pDwokRdQveRDE63-g,Marine Park,14.6 mi,23557,50 mins,3025,OK
48744,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJd_J7XBdawokRpAdtBwzIx0s,Zuccotti Park,5.4 mi,8632,26 mins,1575,OK
48745,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJbz0E5T1awokRxx7gCMznjoM,Parks Dog Run,6.2 mi,10048,24 mins,1427,OK
48746,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJl7IPOQ9ewokRTrH0Stn1Rhg,Forest Park,21.8 mi,35138,38 mins,2291,OK
48747,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJZQD10CZawokRCuvDW1oLE-Y,Columbus Park,4.9 mi,7946,25 mins,1513,OK
48748,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ5bQPhMdZwokRkTwKhVxhP1g,The High Line,1.8 mi,2946,9 mins,559,OK
48749,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJwaaRmmdewokRTRadCEvkHnA,Juniper Valley Park,10.1 mi,16238,35 mins,2075,OK
48750,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJX0-MTYZZwokR0L585ip8P18,Sara D. Roosevelt Park,4.9 mi,7915,27 mins,1591,OK
48751,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ6ZV3WUD2wokRd56jEa1BSjg,Sakura Park,4.0 mi,6360,10 mins,625,OK
48752,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ0yDZfqCMwokR4_gc794XRHA,Pelham Bay Park,15.4 mi,24724,27 mins,1602,OK
48753,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJuwazLZ9ZwokRoDhp6p5_XCo,Union Square Park,3.5 mi,5711,21 mins,1270,OK
48754,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJhTKnW1pfwokRybwkvof4QWs,Astoria Park,13.6 mi,21892,26 mins,1582,OK
48755,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJAYbjmwlbwokReniI6h1d49E,Mount Prospect Park,11.4 mi,18323,39 mins,2356,OK
48756,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ7eAADSJawokRObgUbl1g6mk,Gantry Plaza State Park,4.7 mi,7592,26 mins,1545,OK
48757,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJne7UReFawokRVTnh7XKHt5k,South Slope Dog Run,10.0 mi,16132,32 mins,1923,OK
48758,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJy4wBT4xZwokRlPlUcvHPRBE,Vesuvio Playground,4.5 mi,7255,24 mins,1418,OK
48759,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ21_PURBawokRsSwjFUtw4i8,Battery Park City Parks,5.4 mi,8620,23 mins,1380,OK
48760,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ2bbP6WdZwokR_GMDsF65Wf4,East River State Park Dog Run,6.4 mi,10378,34 mins,2020,OK
48761,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ6UIVsxVawokR3eZJUCIPr3E,New York Vietnam Veterans Memorial Plaza,6.3 mi,10131,26 mins,1547,OK
48762,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJvcjmWLVYwokRFz2FMdi00cA,Socrates Sculpture Park,5.1 mi,8178,24 mins,1457,OK
48763,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJEeWrKalZwokRg6qlyNqcv2A,Greeley Square Park,2.7 mi,4294,17 mins,1036,OK
48764,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJraKL-BJawokREpxDmF5GcL4,Battery Park,5.5 mi,8780,23 mins,1374,OK
48765,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJz1YttJJZwokRZtZyCKbuzMU,James J Walker Park,3.9 mi,6240,18 mins,1083,OK
48766,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJt5Y1K3xLwokRcrFMDAs6WGo,Freshkills Park,27.5 mi,44180,44 mins,2635,OK
48767,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJFVr4xopZwokRXbYt0DfWPoU,Tribeca Park,4.5 mi,7267,21 mins,1254,OK
48768,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJozrGZ2VawokRhCYCtqZjo2E,Governors Island Picnic Point,x,x,x,x,ZERO_RESULTS
48769,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJbZSkRNRbwokRdMAaOge7PUU,Corlears Hook Park,5.9 mi,9461,21 mins,1288,OK
48770,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ61QpcwVZwokRKRSfanl07Ro,St. Vartan Park,3.6 mi,5779,20 mins,1216,OK
48771,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJp3PsL_ZYwokRdBcE-3KTjrg,The Shops at Columbus Circle,0.8 mi,1268,6 mins,344,OK
48772,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJUdrSNb5ZwokRsoOdOHCNBQk,Shopping Girlfriend NYC,1.9 mi,3105,12 mins,736,OK
48773,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ6-70LKlZwokRzdXlGpoA_so,Manhattan Mall,2.7 mi,4293,17 mins,1022,OK
48774,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ4fd_MRpawokRHr3yLkECrOE,Westfield World Trade Center,5.3 mi,8590,27 mins,1608,OK
48775,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJMQW5NIdLwokR8jmOUJsxtso,Staten Island Mall,25.6 mi,41185,46 mins,2765,OK
48776,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ48y8-TxawokROJTPwB3cxz8,South Street Seaport,6.4 mi,10336,26 mins,1535,OK
48777,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJA7Ciw0tewokRWJrqRqhFJBs,Queens Center,9.3 mi,14948,31 mins,1869,OK
48778,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJixQeNIBNwokRItXUV8ujLjQ,The Mills at Jersey Gardens,18.8 mi,30226,32 mins,1913,OK
48779,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJCz0I15VYwokRWwJb-C1gnhA,"Michael's, The Consignment Shop for Women",2.2 mi,3502,12 mins,694,OK
48780,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJh5ifHI9ZwokR_UFmNmGu77k,Artists & Fleas SoHo,4.7 mi,7509,24 mins,1462,OK
48781,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJUa2ua45ZwokRuSqn852lHLw,Gabriella New York Bridal Salon,4.5 mi,7169,23 mins,1367,OK
48782,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJlysAx4hZwokRQ9n294wZZRw,Creatures of Comfort,5.1 mi,8236,27 mins,1607,OK
48783,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJIfKmQx1ZwokRAiuTngo5f_A,Diplomatic Duty Free Shops of New York,2.5 mi,4096,17 mins,1035,OK
48784,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ84o3QYZYwokRU4WDDB3U3xs,Town Shop Lingerie- Bra Fittings,1.0 mi,1543,6 mins,379,OK
48785,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJEceghMBZwokR-SL1kz_fs_c,Jean Shop,4.8 mi,7767,24 mins,1460,OK
48786,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ55edVx5awokRQSZUxYUFZd8,Lovely Bride New York,4.7 mi,7490,22 mins,1323,OK
48787,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJlQngsxFgwokR04_HhWdf0Hc,Macy's eSpot Kiosk,17.0 mi,27329,36 mins,2137,OK
48788,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJaQPEGqVZwokRIKb19abLH7A,New York Vintage Inc,3.0 mi,4757,17 mins,1010,OK
48789,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJNZvR1v5YwokRadepdoJ17Vg,The Shop at NBC Studios,2.1 mi,3306,15 mins,901,OK
48790,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJrekR3-9YwokRzwy1f2cu1So,Genes Café Madison Avenue,1.6 mi,2515,11 mins,653,OK
48791,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJiynfUJxZwokRMxyZrmpvJ1I,Cobblestones,4.6 mi,7451,29 mins,1729,OK
48792,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ0WA5C49ZwokRlwCBkmzkUdo,Housing Works Thrift Shops,4.8 mi,7783,27 mins,1611,OK
48793,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJc1jRK5dZwokRankYrf0jb88,SHOP UNTITLED,3.7 mi,5967,22 mins,1310,OK
48794,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJSfvCLKxZwokRJMq5NzUVYoc,Style Room NYC Shopping Tours,2.1 mi,3399,13 mins,767,OK
48795,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJo_reqJRZwokRAHCtJNsmaXM,Housing Works Thrift Shops,4.1 mi,6638,19 mins,1117,OK
48796,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJGfIczI1ZwokRTQYwO6wDF04,The Hat Shop,4.4 mi,7151,23 mins,1381,OK
48797,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJEbZQeSj2wokR2SRfjJHS408,Housing Works Thrift Shops,2.1 mi,3346,7 mins,441,OK
48798,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJsWyiBKZZwokRk2cvdrMELXY,ZTrend New York Shopping Tours,2.7 mi,4356,18 mins,1064,OK
48799,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJJcFX6alZwokRPElLWaXkTeA,The New York Public Library Shop,2.2 mi,3579,16 mins,982,OK
48800,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJhbETRaNZwokRYxrLpnVTijg,Limelight Shops,3.1 mi,4948,17 mins,1035,OK
48801,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJFyq4ScFbwokRwMJWGE6ad1o,Raaka Chocolate,8.1 mi,13026,29 mins,1754,OK
48802,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJXeTBhfBYwokRz6A4gM1j3_k,The Plaza Boutique,1.3 mi,2075,10 mins,594,OK
48803,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJr_LzXKxZwokRp5lz8T6it58,Designer Loft,2.1 mi,3400,14 mins,813,OK
48804,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJC-foeZtZwokRQrBWLT3le88,Fragrance Shop New York,4.4 mi,7011,27 mins,1621,OK
48805,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJG2DVFx9awokRaIrPM2exvaU,Housing Works Thrift Shops,4.8 mi,7739,22 mins,1310,OK
48806,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ1UgPiyBawokRFG48GADz120,T-Pop Shop NYC,4.8 mi,7725,23 mins,1402,OK
48807,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ0Tw5r4RZwokRiO2CpQQA1m0,NYC Velo,4.6 mi,7323,28 mins,1654,OK
48808,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJHaHScU5YwokRLT4Io-to9Pc,NYC Velo Hell's Kitchen,1.4 mi,2221,8 mins,503,OK
48809,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJu2zgh61ZwokRu-BPG0fOCh8,Time Square,2.2 mi,3620,15 mins,904,OK
48810,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJTS9-FAhZwokRcbse7lr_jHA,Dover Street Market New York,3.0 mi,4877,20 mins,1225,OK
48811,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJy8jTDBtawokRB9wNyxemSw8,Brookfield Place,4.9 mi,7929,21 mins,1288,OK
48812,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJt41PJopZwokRacUl10saeGA,Necessary Clothing,4.8 mi,7692,24 mins,1434,OK
48813,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJ5f4tLBhawokRut96Q4N690k,NYC Smoke Shop & Vape Shop,5.3 mi,8520,26 mins,1557,OK
48814,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJt-CyCohZwokRARlkL446WW0,"Grand St & Bowery, Manhattan, NY",5.1 mi,8169,27 mins,1602,OK
48815,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJh6Pk4TxawokRQn2vBz09L-M,The Seaport District,7.0 mi,11204,26 mins,1575,OK
48816,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJo6ZHsMBZwokRBCS2f2XuMVU,Artists & Fleas,2.9 mi,4705,17 mins,998,OK
48817,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJXxqwNr_0wokRo2CQ4vlQggI,New York & Company,11.0 mi,17758,24 mins,1460,OK
48818,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,ChIJn2p1tSFawokRCCMGHsSwZY4,Dehati Mall,4.9 mi,7896,24 mins,1448,OK
