,From,Forn_name,To,To_name,Distance,Distance_val,duration,duration_val,status
53235,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJz1YttJJZwokRZtZyCKbuzMU,James J Walker Park,1.4 mi,2248,7 mins,423,OK
53236,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJt5Y1K3xLwokRcrFMDAs6WGo,Freshkills Park,22.6 mi,36305,35 mins,2124,OK
53237,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJFVr4xopZwokRXbYt0DfWPoU,Tribeca Park,0.9 mi,1466,6 mins,382,OK
53238,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJozrGZ2VawokRhCYCtqZjo2E,Governors Island Picnic Point,x,x,x,x,ZERO_RESULTS
53239,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJbZSkRNRbwokRdMAaOge7PUU,Corlears Hook Park,5.2 mi,8332,14 mins,866,OK
53240,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ61QpcwVZwokRKRSfanl07Ro,St. Vartan Park,5.8 mi,9350,14 mins,834,OK
53241,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJp3PsL_ZYwokRdBcE-3KTjrg,The Shops at Columbus Circle,4.6 mi,7337,22 mins,1340,OK
53242,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJUdrSNb5ZwokRsoOdOHCNBQk,Shopping Girlfriend NYC,3.7 mi,5952,19 mins,1120,OK
53243,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ6-70LKlZwokRzdXlGpoA_so,Manhattan Mall,3.1 mi,4997,18 mins,1074,OK
53244,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ4fd_MRpawokRHr3yLkECrOE,Westfield World Trade Center,0.8 mi,1298,8 mins,472,OK
53245,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJMQW5NIdLwokR8jmOUJsxtso,Staten Island Mall,17.5 mi,28130,34 mins,2064,OK
53246,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ48y8-TxawokROJTPwB3cxz8,South Street Seaport,1.9 mi,3102,8 mins,456,OK
53247,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJA7Ciw0tewokRWJrqRqhFJBs,Queens Center,12.1 mi,19522,26 mins,1582,OK
53248,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJixQeNIBNwokRItXUV8ujLjQ,The Mills at Jersey Gardens,16.8 mi,27083,31 mins,1835,OK
53249,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJCz0I15VYwokRWwJb-C1gnhA,"Michael's, The Consignment Shop for Women",8.9 mi,14308,26 mins,1547,OK
53250,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJh5ifHI9ZwokR_UFmNmGu77k,Artists & Fleas SoHo,2.0 mi,3159,12 mins,721,OK
53251,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJUa2ua45ZwokRuSqn852lHLw,Gabriella New York Bridal Salon,1.8 mi,2819,10 mins,626,OK
53252,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJlysAx4hZwokRQ9n294wZZRw,Creatures of Comfort,1.6 mi,2524,13 mins,773,OK
53253,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJIfKmQx1ZwokRAiuTngo5f_A,Diplomatic Duty Free Shops of New York,6.5 mi,10492,18 mins,1078,OK
53254,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ84o3QYZYwokRU4WDDB3U3xs,Town Shop Lingerie- Bra Fittings,5.7 mi,9201,23 mins,1367,OK
53255,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJEceghMBZwokR-SL1kz_fs_c,Jean Shop,1.3 mi,2148,11 mins,649,OK
53256,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ55edVx5awokRQSZUxYUFZd8,Lovely Bride New York,0.7 mi,1077,4 mins,250,OK
53257,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJlQngsxFgwokR04_HhWdf0Hc,Macy's eSpot Kiosk,16.3 mi,26183,36 mins,2167,OK
53258,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJaQPEGqVZwokRIKb19abLH7A,New York Vintage Inc,2.8 mi,4514,16 mins,954,OK
53259,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJNZvR1v5YwokRadepdoJ17Vg,The Shop at NBC Studios,7.3 mi,11699,24 mins,1415,OK
53260,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJrekR3-9YwokRzwy1f2cu1So,Genes Café Madison Avenue,7.8 mi,12529,22 mins,1328,OK
53261,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJiynfUJxZwokRMxyZrmpvJ1I,Cobblestones,2.9 mi,4609,19 mins,1120,OK
53262,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ0WA5C49ZwokRlwCBkmzkUdo,Housing Works Thrift Shops,1.8 mi,2943,13 mins,808,OK
53263,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJc1jRK5dZwokRankYrf0jb88,SHOP UNTITLED,2.0 mi,3263,11 mins,675,OK
53264,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJSfvCLKxZwokRJMq5NzUVYoc,Style Room NYC Shopping Tours,3.5 mi,5605,17 mins,1042,OK
53265,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJo_reqJRZwokRAHCtJNsmaXM,Housing Works Thrift Shops,1.6 mi,2645,8 mins,452,OK
53266,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJGfIczI1ZwokRTQYwO6wDF04,The Hat Shop,1.6 mi,2527,11 mins,638,OK
53267,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJEbZQeSj2wokR2SRfjJHS408,Housing Works Thrift Shops,6.6 mi,10609,23 mins,1374,OK
53268,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJsWyiBKZZwokRk2cvdrMELXY,ZTrend New York Shopping Tours,3.1 mi,5060,19 mins,1128,OK
53269,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJJcFX6alZwokRPElLWaXkTeA,The New York Public Library Shop,3.9 mi,6210,24 mins,1417,OK
53270,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJhbETRaNZwokRYxrLpnVTijg,Limelight Shops,2.5 mi,4064,14 mins,833,OK
53271,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJFyq4ScFbwokRwMJWGE6ad1o,Raaka Chocolate,3.6 mi,5792,11 mins,674,OK
53272,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJXeTBhfBYwokRz6A4gM1j3_k,The Plaza Boutique,5.1 mi,8144,27 mins,1590,OK
53273,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJr_LzXKxZwokRp5lz8T6it58,Designer Loft,3.9 mi,6246,20 mins,1197,OK
53274,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJC-foeZtZwokRQrBWLT3le88,Fragrance Shop New York,2.3 mi,3765,15 mins,881,OK
53275,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJG2DVFx9awokRaIrPM2exvaU,Housing Works Thrift Shops,0.6 mi,888,4 mins,254,OK
53276,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ1UgPiyBawokRFG48GADz120,T-Pop Shop NYC,1.0 mi,1581,7 mins,431,OK
53277,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ0Tw5r4RZwokRiO2CpQQA1m0,NYC Velo,2.4 mi,3913,16 mins,942,OK
53278,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJHaHScU5YwokRLT4Io-to9Pc,NYC Velo Hell's Kitchen,3.7 mi,6033,18 mins,1097,OK
53279,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJu2zgh61ZwokRu-BPG0fOCh8,Time Square,3.2 mi,5226,19 mins,1112,OK
53280,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJTS9-FAhZwokRcbse7lr_jHA,Dover Street Market New York,6.4 mi,10259,19 mins,1119,OK
53281,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJy8jTDBtawokRB9wNyxemSw8,Brookfield Place,0.4 mi,606,3 mins,208,OK
53282,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJt41PJopZwokRacUl10saeGA,Necessary Clothing,1.3 mi,2073,10 mins,623,OK
53283,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ5f4tLBhawokRut96Q4N690k,NYC Smoke Shop & Vape Shop,0.8 mi,1228,7 mins,421,OK
53284,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJt-CyCohZwokRARlkL446WW0,"Grand St & Bowery, Manhattan, NY",1.6 mi,2532,13 mins,784,OK
53285,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJh6Pk4TxawokRQn2vBz09L-M,The Seaport District,1.0 mi,1663,10 mins,588,OK
53286,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJo6ZHsMBZwokRBCS2f2XuMVU,Artists & Fleas,2.6 mi,4204,13 mins,764,OK
53287,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJXxqwNr_0wokRo2CQ4vlQggI,New York & Company,16.6 mi,26707,35 mins,2120,OK
53288,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJQ9MPHF5YwokRNOs38qSxDM8,Toga Bike Shop,4.8 mi,7736,21 mins,1241,OK
53289,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJn2p1tSFawokRCCMGHsSwZY4,Dehati Mall,1.1 mi,1710,8 mins,472,OK
53290,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJq3ALmyhawokRUoR_1x4s2PY,Tangchao Inc,2.8 mi,4582,12 mins,699,OK
53291,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJOzIewIJZwokRlex7MS_C-hQ,Exit9 Gift Emporium NYC,4.6 mi,7446,14 mins,818,OK
53292,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJeQYDhQ5dwokRyqawBQIG_TM,New York & Company,22.5 mi,36136,36 mins,2135,OK
53293,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ3xjWra5ZwokRrwJ0KZ4yKNs,Macy's,3.6 mi,5817,19 mins,1128,OK
53294,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJnSKGEJlZwokRQIpiCvzKzV4,Strand Bookstore,2.7 mi,4324,16 mins,984,OK
53295,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJg1K29aNZwokRbrJKbWmtBeA,Fujifilm Wonder Photo Shop,2.9 mi,4642,17 mins,1020,OK
53296,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJx_I4jRlawokRttXSQolQatk,Ministry of Tomorrow - Vegan Luxury Designer Leather Hand Bags NY,0.9 mi,1386,8 mins,486,OK
53297,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJKwlmsKxZwokRfLTqxrJvDzY,The Drama Book Shop Inc,3.7 mi,6023,19 mins,1160,OK
53298,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJN66GpolZwokRAPJSwkC8FtE,Landmark Coffee Shop,1.4 mi,2187,11 mins,656,OK
53299,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ6czb_T5fwokRUE1hE-pyv5Q,New York & Company,14.0 mi,22545,30 mins,1786,OK
53300,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJf2_0qFVYwokRcbTtlS60Vqg,Disney Store,4.2 mi,6726,23 mins,1350,OK
53301,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ5bQPhMdZwokRkTwKhVxhP1g,The High Line,2.3 mi,3642,9 mins,541,OK
53302,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJe7vKMf9YwokRIMYfDz7iF9o,Top of the Rock,4.6 mi,7400,25 mins,1497,OK
53303,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJBw12GwJZwokRCoPEwRCi3G0,Things To Do In New York,6.7 mi,10781,21 mins,1256,OK
53304,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJPTacEpBQwokRKwIlDXelxkA,Statue of Liberty National Monument,1.3 mi,2087,8 mins,459,OK
53305,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,0.6 mi,963,4 mins,262,OK
53306,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJb8Jg9pZYwokR-qHGtvSkLzs,The Metropolitan Museum of Art,10.3 mi,16549,27 mins,1612,OK
53307,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJwYu_aA5bwokR2lxjW-QvQlc,Brooklyn Botanic Garden,7.2 mi,11667,23 mins,1373,OK
53308,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJs6UWAT1awokRQopDDN7vSwo,New York Explorer Pass®,3.6 mi,5825,19 mins,1133,OK
53309,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJB3jt8VRYwokR3usmhiCep0o,Gulliver's Gate,4.0 mi,6446,21 mins,1270,OK
53310,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJQwRohxBbwokRmHrfAMb3ixc,Prospect Park,5.5 mi,8830,15 mins,890,OK
53311,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJeWPFRwJZwokRGD60OOo74RU,Chrysler Building,6.4 mi,10379,18 mins,1098,OK
53312,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJHRH97uxYwokR6CBeDyn1jtg,The Frick Collection,8.5 mi,13669,25 mins,1500,OK
53313,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ9f8YY6RZwokRkxx9usQ_vno,Spirit of New York,2.9 mi,4620,14 mins,835,OK
53314,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJraKL-BJawokREpxDmF5GcL4,Battery Park,1.0 mi,1546,5 mins,295,OK
53315,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJi9JqUYP0wokRLhCVlxy0bgU,Bronx Zoo,15.5 mi,24962,31 mins,1875,OK
53316,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJVdeFgMBZwokR6O7aBJFn0g4,Ground Zero Museum Workshop,2.2 mi,3545,9 mins,551,OK
53317,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJM3a4kCFawokRDRxdeYJQgnE,African Burial Ground National Historic Monument,0.8 mi,1239,6 mins,372,OK
53318,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ2_ey6W9awokRxng4fzLDbPo,Governors Island National Monument,x,x,x,x,ZERO_RESULTS
53319,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJAaIFAxdawokR8txc3YPbD3A,Federal Hall,1.3 mi,2116,12 mins,709,OK
53320,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ5-oA5v9YwokRNaOTR_aua14,The New York Pass®,3.9 mi,6211,20 mins,1226,OK
53321,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJeSRQJLtZwokRX_b4Us3l72c,Bateaux New York,2.9 mi,4659,14 mins,849,OK
53322,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJjX494pBZwokRGH620d9eYfo,Washington Square Park,1.9 mi,3073,11 mins,663,OK
53323,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJK6bycAH0wokRrSnflfrnkZE,The Met Cloisters,11.7 mi,18782,27 mins,1643,OK
53324,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJjaFpo0ZawokRBcOFUZ13CaE,Brooklyn Bridge Park,2.4 mi,3884,13 mins,809,OK
53325,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJKRYZJ4hYwokRN3UH2hMcVQ4,Take Me Out NYC,2.9 mi,4630,18 mins,1070,OK
53326,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJsblxMfNZwokRBLOhQZRjwtE,New York City Fire Museum,1.2 mi,1880,7 mins,405,OK
53327,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJbRAuwPlYwokR829KR7QQLVI,Manhattan Skyline,4.8 mi,7712,26 mins,1557,OK
53328,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJTZ18cAH0wokR1HfVR86mzEA,Fort Tryon Park,11.5 mi,18537,27 mins,1617,OK
53329,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJp32RvaZZwokRfH0Zgzl9mXk,Madison Square Park,3.0 mi,4835,18 mins,1063,OK
53330,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ20bVJYdZwokRhI7esP3mYM0,Tenement Museum,1.9 mi,3083,16 mins,932,OK
53331,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJAx_yUCVfwokRQ2xEBIWV21g,Museum of the Moving Image,9.9 mi,15894,27 mins,1641,OK
53332,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJczFOwKpZwokR_ZP4uFRPmSQ,World Yacht,3.6 mi,5815,16 mins,961,OK
53333,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJmxyg3ZBZwokR1nlwFk2013M,New York Ghost Walk,2.2 mi,3512,13 mins,768,OK
53334,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ5wpCzsJawokRZ_zEIYKrf60,Green-Wood Cemetery,4.6 mi,7393,15 mins,892,OK
53335,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJL1DP2C72wokRh3Lfn4T0Z3w,Riverside Park,5.4 mi,8701,20 mins,1202,OK
53336,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ-2Yhwn9gwokR4Wwy6GgsPRM,Flushing Meadows Corona Park,14.9 mi,24022,30 mins,1826,OK
53337,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJmZ5emqJYwokRuDz79o0coAQ,Solomon R. Guggenheim Museum,10.0 mi,16033,25 mins,1507,OK
53338,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJRUgJkx9ZwokR6W8mnGZVcl0,Franklin D. Roosevelt Four Freedoms Park,11.6 mi,18685,36 mins,2180,OK
53339,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ0fr6tg1ZwokRCo2-vKoTUT8,Club Free Time,5.2 mi,8410,13 mins,802,OK
53340,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJUW4vEPxYwokRW6o24DU0YIg,St. Patrick's Cathedral,7.1 mi,11416,21 mins,1288,OK
53341,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJaXQRs6lZwokRY6EFpJnhNNE,Empire State Building,4.0 mi,6365,22 mins,1319,OK
53342,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJCXoPsPRYwokRsV1MYnKBfaI,American Museum of Natural History,6.1 mi,9809,26 mins,1561,OK
53343,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJyRUHuHzzwokRPxVBNKhcP9c,New York Botanical Garden,17.9 mi,28824,33 mins,1971,OK
53344,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJK3vOQyNawokRXEa9errdJiU,Brooklyn Bridge,1.1 mi,1722,8 mins,480,OK
53345,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJd_J7XBdawokRpAdtBwzIx0s,Zuccotti Park,0.8 mi,1340,7 mins,439,OK
53346,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJhSrwaiBawokRbZtFPKj9Mpc,Escape Games NYC - Escape Room,1.1 mi,1695,8 mins,482,OK
53347,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJnc6m4ydawokRUi0a-XyHfv0,Escape Room NYC - Mission Escape Game,4.0 mi,6372,20 mins,1229,OK
53348,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ43Mlx_NYwokR4bkDRJ0fE2M,Central Park Carousel,5.2 mi,8417,25 mins,1478,OK
53349,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJq2dBUzREwokRugdGFafrtIw,Deno's Wonder Wheel Amusement Park,13.3 mi,21483,27 mins,1616,OK
53350,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ8VOfr1RYwokRhil9_pcMKuc,Madame Tussauds,3.9 mi,6227,21 mins,1232,OK
53351,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJdThqNVVawokRFk58UQOvtuM,New York Transit Museum,2.8 mi,4463,14 mins,837,OK
53352,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJN3MJ6pRYwokRiXg91flSP8Y,Whitney Museum of American Art,2.3 mi,3700,9 mins,564,OK
53353,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ4zGFAZpYwokRGUGph3Mf37k,Central Park,4.7 mi,7624,24 mins,1425,OK
53354,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJh70nPBz2wokR7EWPEdNPP9s,Conservatory Garden,10.2 mi,16343,26 mins,1557,OK
53355,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJmYlexo1ZwokR1dEp7vEvIYM,The Museum of Interesting Things Secret Speakeasy,1.6 mi,2548,11 mins,638,OK
53356,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJnxlg1U5YwokR8T90UrZiIwI,"Intrepid Sea, Air & Space Museum",4.6 mi,7444,21 mins,1278,OK
53357,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ5dUgV1pZwokRaUaTcwzM2eA,Pete's Candy Store,8.0 mi,12885,19 mins,1154,OK
53358,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJU9mVHzFawokRcNNO_Su8zGM,Jane's Carousel,2.5 mi,4058,15 mins,898,OK
53359,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJ97dFr3JiwokRbeAyMsBwcnA,Queens County Farm Museum,21.9 mi,35274,38 mins,2279,OK
53360,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJi9JqUYP0wokRLhCVlxy0bgU,Bronx Zoo,15.5 mi,24962,31 mins,1875,OK
53361,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJaWjW_PFYwokRFD8a2YQu12U,Central Park Zoo,8.1 mi,13105,24 mins,1441,OK
53362,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJr4Vyr9BfwokRwIj7AIr7bzE,Queens Zoo,14.6 mi,23421,29 mins,1747,OK
53363,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJnWjS-wRbwokRpCq5RGEIH3E,Prospect Park Zoo,7.2 mi,11554,22 mins,1347,OK
53364,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJcRMeDzZEwokR3NsXUDpO9UU,New York Aquarium,14.6 mi,23458,28 mins,1650,OK
53365,ChIJTWE_0BtawokRVJNGH5RS448,One World Observatory,ChIJjfNxe3BOwokRJWFGqQueVFY,Staten Island Zoo,13.6 mi,21814,25 mins,1486,OK
53366,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJbcr95-1YwokRuBMO1wMVL50,Victorian Gardens Amusement Park,7.0 mi,11187,24 mins,1437,OK
53367,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJq2dBUzREwokRugdGFafrtIw,Deno's Wonder Wheel Amusement Park,13.5 mi,21676,28 mins,1652,OK
53368,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJmbUpINFfwokRIg4fft6_jqI,Flushing Meadows Carousel,13.2 mi,21303,30 mins,1820,OK
53369,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJMU3Q4tBfwokRhVWJiwGK_Yw,Fantasy Forest Amusement Park,13.2 mi,21300,30 mins,1808,OK
53370,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJa2SY6zVEwokRqbYGuCny2So,The Cyclone Roller Coaster Coney Island NY,14.6 mi,23483,27 mins,1613,OK
53371,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJX-Ps_jREwokRiOsrB0JnZTM,Scream Zone at Luna Park,13.5 mi,21777,28 mins,1701,OK
53372,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJsag5fa9FwokRZXAM9oijWfc,Adventurers Amusement Park,11.9 mi,19079,21 mins,1263,OK
53373,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJcRMeDzZEwokR3NsXUDpO9UU,New York Aquarium,14.7 mi,23651,28 mins,1686,OK
53374,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJFxXcxfpYwokR4SxqEQVpaLk,Pace Gallery,6.6 mi,10569,22 mins,1304,OK
53375,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJwZCT7bdZwokRNx1YURTRbmM,Luhring Augustine Gallery,3.2 mi,5070,13 mins,802,OK
53376,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJb8Jg9pZYwokR-qHGtvSkLzs,The Metropolitan Museum of Art,9.0 mi,14425,27 mins,1615,OK
53377,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJe7AGCbhZwokRAFtmSbxzArY,Yancey Richardson,2.6 mi,4250,11 mins,689,OK
53378,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJdWA_r4tZwokRPgHkRNHAKog,Jeffrey Deitch,1.0 mi,1644,8 mins,480,OK
53379,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJmZBlFO1ZwokRhPKLlzK7pzc,Gavin Brown's enterprise,1.5 mi,2451,13 mins,803,OK
53380,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJEeD6FPVYwokRgs0ZbWMrrzk,American Folk Art Museum,5.2 mi,8291,25 mins,1496,OK
53381,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJK4dVuYtZwokRcYLi85TNuaM,Team Gallery,1.0 mi,1637,8 mins,477,OK
53382,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJX4_LaJRYwokRFRY0gPRav3I,Michael Werner Gallery,7.3 mi,11676,25 mins,1519,OK
53383,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJWTV4jrZZwokRFYejsehrXyY,Sean Kelly,3.3 mi,5280,15 mins,888,OK
53384,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJXbDLOulYwokRSlIu2m790r8,Anita Shapolsky Gallery,6.6 mi,10550,22 mins,1298,OK
53385,ChIJRcvoOxpawokR7R4dQMXMMPQ,9/11 Memorial,ChIJ0ZCpuItZwokRZoTuCB9Vjtg,Artists Space,1.0 mi,1656,8 mins,470,OK
