,attraction__id,attraction__name,attraction__location__lat,attraction__location__lng,attraction__opening__hours,attraction__rating,results__type
471,SaYTVG7wHCMDBofHCgXPaA,Dutch Freds,40.760709999999996,-73.98793,1600.0,4.5,Cocktail Bars
472,kEC66zgpguVsizQeCAJoCg,BlackTail,40.7044769199104,-74.0174372308775,1700.0,4.5,Cuban
473,PeyNYQR-wn7a_mye_0SCUw,Make Sandwich,40.733379274606705,-73.9898192882538,1100.0,4.5,Sandwiches
474,Rj2ACaJcbroJLPDhRhzvBw,Shuka,40.72707,-74.00283,1200.0,4.0,Mediterranean
475,AFt1Qcec4_JNr6PWpkRYyw,Sushi Lin,40.677786,-73.97259100000001,1700.0,5.0,Sushi Bars
476,5mOzZ17qU_8ijlP54Q206Q,Safari Restaurant NYC,40.80381,-73.9535,1700.0,4.5,African
477,_sipbeIM-EtR4cIzleEUhg,Cafe Rue Dix,40.674023290787794,-73.9538387930572,900.0,4.0,French
478,ct58a_D8Z8DoJt7luB50wQ,Ramen Ishida,40.719590000000004,-73.98834000000001,1200.0,4.5,Ramen
479,c3D2ckzacnPtdGIM8tb-_w,B Side Pizza & Wine Bar,40.763940000000005,-73.98833990000001,1200.0,4.5,Pizza
480,x64xHVZoQj1ZOjzPqVprkw,Little Tong Noodle Shop,40.72937,-73.98424,1130.0,4.0,Noodles
481,Ulr_Nyp2nvt82EPH_BiftA,Olmsted,40.67713,-73.96869000000001,1730.0,4.0,American (New)
482,aSprnLY-6GkMk1cuv0TMeA,Al Di La Trattoria,40.675332643246996,-73.98134047503801,1200.0,4.0,Italian
483,HUlbrPvAr6sXuBfp5z1MWA,Urban Backyard,40.72077,-73.99646,700.0,5.0,Coffee & Tea
484,CV34WV9aNsERlQACAJSAOg,Runner & Stone,40.677209999999995,-73.985919,730.0,4.0,Bakeries
485,6lUAvciN0rwYUvhssqw57g,La Churreria,40.724419,-73.994899,1000.0,4.0,Sandwiches
486,-T_5QJwgPMxfXTeOmpImsA,Char Sue,40.7196000924977,-73.9879152551293,1730.0,4.5,Asian Fusion
487,XKy4Cy4uNgO7rxhH4yFJQQ,Mughlai Indian Cuisine,40.739692,-73.982116,1100.0,4.0,Indian
488,dtk1Cstz5MHr-B1AOM_nXA,Gyu-Kaku Japanese BBQ,40.75537,-73.97054,1130.0,4.0,Japanese
489,z4MumU_OUun7YHOJdZEqQg,Malaysia Beef Jerky,40.718521,-73.996078,,4.5,Meat Shops
490,HcWm-9ZZu2_brnuRxN5Gpg,Tutt Cafe,40.700188,-73.99322,1100.0,4.0,Middle Eastern
491,8RdzB-X0ogBI0Cx5-YmGqA,Sugarcane,40.680279999999996,-73.97508,1730.0,3.5,Caribbean
492,lKxmH-hQ6ezKbq4URKrd-Q,May Wah Fast Food,40.71825,-73.99842,900.0,4.0,Chinese
493,6S7txLUH7Yc9AedCZ1Copw,Gather,40.6664708,-73.98178320000001,700.0,4.0,Specialty Food
494,PQAIs-ZPN7QrBvJ-F9pE8w,Awesome Deli,40.7102999,-73.96629,700.0,5.0,Delis
495,pgGT9m03pNI15Ag2pAdY1Q,Kurry Qulture,40.7649112016844,-73.917061437621,1700.0,4.5,Indian
496,UOhnGQBzf2ISTHM4Bj5Gvw,The Wing Bar,40.682519899999996,-73.99318000000001,1200.0,3.5,Chicken Wings
497,h0PVO3fYw37f7VUH4UA3jQ,XYST,40.73865,-73.99450999999999,1100.0,4.5,Vegan
498,nEkVibaTuIFEcTNtltFgJg,Kura,40.726686799999996,-73.98357940000001,1730.0,4.5,Japanese
499,OOZgZGmiKocoYRgUOupEcA,karakatta,40.72933,-73.99865,1145.0,4.0,Ramen
